id,iteracion,optimizador,clasificador,accuracy,precision,recall,best_epoch,best_fitness,total_time,features
,9,PPSO,knn,0.9503977539,0.8705613097,0.8583661602,8,0.8688260447,195.1339779,"Index(['meanX', 'sdMagnitude', 'sdX2', 'maxZ2'], dtype='object')"
,9,PPSO,svm,0.9513336453,0.8681527864,0.8286333041,7,0.868886547,621.9822326,"Index(['meanX', 'sdMagnitude', 'maxX2', 'corXZ2'], dtype='object')"
,10,PPSO,knn,0.9489939167,0.8703373243,0.8370263011,7,0.8694293187,193.6835246,"Index(['meanZ', 'meanZ2', 'sdX2'], dtype='object')"
,10,PPSO,svm,0.9522695367,0.8744537026,0.835040602,7,0.8671087007,597.4881284,"Index(['meanX', 'sdMagnitude', 'sdY2', 'maxZ2', 'corXZ2'], dtype='object')"
,11,PPSO,knn,0.918577445,0.7406990519,0.7227025976,6,0.8714596192,189.3619533,"Index(['minX2', 'corXZ2'], dtype='object')"
,11,PPSO,svm,0.9494618624,0.845231285,0.8102652278,8,0.8733095457,729.6086257,"Index(['minX', 'minX2', 'corXZ2'], dtype='object')"
,12,PPSO,knn,0.9340196537,0.8114311458,0.784120612,6,0.8666194109,195.7133715,"Index(['sdX', 'maxX2', 'maxY2'], dtype='object')"
,12,PPSO,svm,0.9503977539,0.8574551188,0.821390851,12,0.8656826349,601.5924199,"Index(['meanX', 'corXY', 'sdMagnitude', 'sdY2', 'minZ2', 'corXZ2'], dtype='object')"
,13,PPSO,knn,0.936827328,0.8299026929,0.7986274321,7,0.8644911885,190.7223754,"Index(['meanMagnitude', 'minX2', 'sdMagnitude2'], dtype='object')"
,13,PPSO,svm,0.9382311652,0.8284686757,0.7751558391,6,0.8699578515,785.1144536,"Index(['meanMagnitude', 'sdX2', 'maxZ2', 'corXZ2'], dtype='object')"
,14,PPSO,knn,0.9461862424,0.8735187747,0.8297172508,9,0.8646531601,202.8413126,"Index(['minX', 'sdY2', 'maxY2', 'minZ2'], dtype='object')"
,14,PPSO,svm,0.927468414,0.7711473972,0.7356649701,11,0.8698543866,746.1253681,"Index(['minX2', 'corXY2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,15,PPSO,knn,0.941974731,0.8516401441,0.8359066708,8,0.865337826,192.9267676,"Index(['sdX', 'minZ', 'minX2'], dtype='object')"
,15,PPSO,svm,0.9255966308,0.76127984,0.7350369197,7,0.8707248708,752.7905946,"Index(['maxY2', 'maxZ2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,16,PPSO,knn,0.945250351,0.86707498,0.8221415724,14,0.869614373,208.8369689,"Index(['maxZ', 'maxX2', 'maxZ2'], dtype='object')"
,16,PPSO,svm,0.951801591,0.8643252942,0.83279342,14,0.8716576309,564.5061595,"Index(['maxX', 'sdX2', 'maxX2', 'corXZ2'], dtype='object')"
,17,PPSO,knn,0.94197473,0.8384135384,0.8106945037,27,0.8686157895,205.8276992,"Index(['meanZ2', 'sdX2', 'meanMagnitude2'], dtype='object')"
,17,PPSO,svm,0.9096864764,0.6318055053,0.64874477,7,0.8618147258,677.5761707,"Index(['sdZ2', 'minX2'], dtype='object')"
,18,PPSO,knn,0.948525971,0.8648333485,0.859520957,7,0.8700057409,214.7273412,"Index(['meanX', 'sdX', 'meanX2', 'sdX2'], dtype='object')"
,18,PPSO,svm,0.9382311652,0.722276624,0.7430736563,8,0.8643749138,1015.830665,"Index(['minY', 'minX2', 'corXY2'], dtype='object')"
,19,PPSO,knn,0.945250351,0.8541543292,0.827312579,10,0.8700676475,206.8702624,"Index(['meanMagnitude', 'meanZ2', 'sdX2'], dtype='object')"
,19,PPSO,svm,0.9461862424,0.848759268,0.8120364872,6,0.8707453667,605.8828864,"Index(['maxZ', 'maxX2', 'minX2', 'corXZ2'], dtype='object')"
,20,PPSO,knn,0.9471221338,0.8579070666,0.84011587,8,0.87047441,209.6390905,"Index(['minX', 'maxX2', 'corXZ2'], dtype='object')"
,20,PPSO,svm,0.9532054282,0.8674427404,0.8319999438,7,0.8712467277,634.506053,"Index(['maxX', 'meanX2', 'sdX2', 'corXZ2'], dtype='object')"
,21,PPSO,knn,0.9372952737,0.82855982,0.80532393,8,0.86840807,207.4516087,"Index(['sdX', 'meanMagnitude', 'maxX2'], dtype='object')"
,21,PPSO,svm,0.9475900796,0.8517681822,0.8002673271,11,0.869793515,901.2552707,"Index(['maxZ', 'minX2', 'corXZ2'], dtype='object')"
,22,PPSO,knn,0.9372952737,0.82855982,0.80532393,6,0.86840807,205.8499238,"Index(['sdX', 'auc', 'maxX2'], dtype='object')"
,22,PPSO,svm,0.9541413196,0.8718441563,0.8333411331,8,0.87030845,619.104399,"Index(['minX', 'meanZ2', 'sdX2', 'corXZ2'], dtype='object')"
,23,PPSO,knn,0.94337857,0.8640640949,0.826325441,5,0.8662973641,204.7245011,"Index(['meanY', 'minZ', 'meanY2', 'maxX2'], dtype='object')"
,23,PPSO,svm,0.9284043051,0.7793102591,0.7306024536,7,0.8656820685,659.0306122,"Index(['sdZ2', 'maxY2', 'minX2', 'corXY2', 'corYZ2'], dtype='object')"
,24,PPSO,knn,0.9377632195,0.8357698279,0.7961770817,6,0.864871742,199.7941244,"Index(['meanY', 'minX2', 'corXY2'], dtype='object')"
,24,PPSO,svm,0.9461862424,0.839761467,0.7882036241,16,0.866172221,661.7105021,"Index(['meanZ', 'minZ2', 'corXY2', 'sdMagnitude2'], dtype='object')"
,25,PPSO,knn,0.9344875994,0.8032687131,0.7782050414,10,0.8660752844,198.0307376,"Index(['sdZ2', 'maxX2', 'minX2'], dtype='object')"
,25,PPSO,svm,0.9522695367,0.8744537026,0.835040602,31,0.8671087007,609.9255474,"Index(['meanX', 'sdMagnitude', 'sdY2', 'maxZ2', 'corXZ2'], dtype='object')"
,26,PPSO,knn,0.91717361,0.7466267096,0.726024508,9,0.868861149,200.4319382,"Index(['meanX2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,26,PPSO,svm,0.9443144595,0.8285455507,0.797276587,20,0.8667652471,612.7855024,"Index(['meanZ', 'sdX2', 'minX2'], dtype='object')"
,27,PPSO,knn,0.9326158166,0.8138866642,0.7978391011,14,0.8664030216,202.9277172,"Index(['meanY2', 'sdX2', 'auc2'], dtype='object')"
,27,PPSO,svm,0.9293401965,0.8128959889,0.7265090854,9,0.8660480879,889.0704744,"Index(['auc', 'meanZ2', 'sdX2'], dtype='object')"
,28,PPSO,knn,0.9396350023,0.8283180231,0.7934177451,6,0.8688853893,197.4625311,"Index(['meanX2', 'maxX2', 'auc2'], dtype='object')"
,28,PPSO,svm,0.951801591,0.8643252942,0.83279342,11,0.8716576309,538.2770283,"Index(['maxX', 'sdX2', 'maxX2', 'corXZ2'], dtype='object')"
,29,PPSO,knn,0.9475900796,0.8648769338,0.8381185719,13,0.8696250151,197.353868,"Index(['meanMagnitude', 'sdX2', 'minX2'], dtype='object')"
,29,PPSO,svm,0.9494618624,0.84523129,0.8102652278,10,0.8733095457,694.0226436,"Index(['minX', 'minX2', 'corXZ2'], dtype='object')"
,30,PPSO,knn,0.918577445,0.7480275315,0.7424331535,8,0.8703981437,200.0879023,"Index(['sdX2', 'maxX2', 'corXZ2'], dtype='object')"
,30,PPSO,svm,0.9555451568,0.8778519919,0.8523256492,10,0.8700534085,552.5056479,"Index(['maxX', 'sdY2', 'maxZ2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
