id,iteracion,optimizador,clasificador,accuracy,precision,recall,best_epoch,best_fitness,total_time,features
,30,OriginalArchOA,svm,0.9475900796,0.8436648837,0.8160569922,30,0.8702262688,608.5935383,"Index(['maxZ', 'minX2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,1,OriginalDO,knn,0.9508657,0.877300585,0.848451727,35,0.870172467,501.5015388,"Index(['meanZ', 'minX', 'meanZ2', 'sdX2'], dtype='object')"
,1,OriginalDO,svm,0.951801591,0.864325294,0.832793421,40,0.871657631,1397.893358,"Index(['maxX', 'sdX2', 'maxX2', 'corXZ2'], dtype='object')"
,2,OriginalDO,knn,0.953673374,0.874879144,0.851822631,41,0.871773512,532.7575624,"Index(['meanX', 'meanZ2', 'sdX2', 'corXZ2'], dtype='object')"
,2,OriginalDO,svm,0.953205428,0.86744274,0.831999944,33,0.871246728,1464.70499,"Index(['maxX', 'meanX2', 'sdX2', 'corXZ2'], dtype='object')"
,3,OriginalDO,knn,0.952737482,0.868879237,0.855211072,50,0.871795781,530.7564578,"Index(['minX', 'maxZ2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,3,OriginalDO,svm,0.949929808,0.856643123,0.830839749,33,0.871785927,1432.117916,"Index(['maxZ', 'sdX2', 'minX2', 'corXZ2'], dtype='object')"
,4,OriginalDO,knn,0.951333645,0.875262219,0.84331282,47,0.870920789,531.2876613,"Index(['maxZ', 'meanZ2', 'sdX2'], dtype='object')"
,4,OriginalDO,svm,0.949929808,0.856643123,0.830839749,41,0.871785927,1421.580779,"Index(['maxZ', 'sdX2', 'minX2', 'corXZ2'], dtype='object')"
,5,OriginalDO,knn,0.918577445,0.740699052,0.722702598,37,0.871459619,490.0690105,"Index(['minX2', 'corXZ2'], dtype='object')"
,5,OriginalDO,svm,0.956481048,0.880560503,0.854048022,30,0.872013919,1340.886431,"Index(['maxZ', 'meanZ2', 'sdX2', 'sdY2', 'corXZ2'], dtype='object')"
,6,OriginalDO,knn,0.948058025,0.854676886,0.829512108,36,0.872987302,501.6818545,"Index(['minZ', 'sdX2', 'minX2', 'corXZ2'], dtype='object')"
,6,OriginalDO,svm,0.932147871,0.786754098,0.762037662,33,0.871962704,1433.428175,"Index(['sdX2', 'maxY2', 'maxZ2', 'corXZ2'], dtype='object')"
,7,OriginalDO,knn,0.939167057,0.831833645,0.797046476,30,0.871219162,494.3381026,"Index(['auc', 'meanX2', 'maxX2'], dtype='object')"
,7,OriginalDO,svm,0.951333645,0.860337216,0.821839586,26,0.872096322,1455.822844,"Index(['minZ', 'sdX2', 'maxZ2', 'corXZ2'], dtype='object')"
,8,OriginalDO,knn,0.931679925,0.788410312,0.768922762,27,0.871304274,497.1474972,"Index(['sdX2', 'maxZ2', 'minY2', 'corXZ2'], dtype='object')"
,8,OriginalDO,svm,0.932147871,0.786754098,0.762037662,34,0.871962704,1511.779407,"Index(['sdX2', 'maxY2', 'maxZ2', 'corXZ2'], dtype='object')"
,9,OriginalDO,knn,0.954609265,0.884492993,0.874728685,28,0.871905355,502.17103,"Index(['meanX', 'sdX2', 'minX2', 'corXZ2'], dtype='object')"
,9,OriginalDO,svm,0.951333645,0.860337216,0.821839586,42,0.872096322,1300.207499,"Index(['minZ', 'sdX2', 'maxZ2', 'corXZ2'], dtype='object')"
,10,OriginalDO,knn,0.947122134,0.856972242,0.833722179,39,0.870829149,492.4731476,"Index(['auc', 'meanX2', 'sdX2'], dtype='object')"
,10,OriginalDO,svm,0.951333645,0.860337216,0.821839586,28,0.872096322,1457.415132,"Index(['minZ', 'sdX2', 'maxZ2', 'corXZ2'], dtype='object')"
,11,OriginalDO,knn,0.948058025,0.854676886,0.829512108,39,0.872987302,506.71645,"Index(['minZ', 'sdX2', 'minX2', 'corXZ2'], dtype='object')"
,11,OriginalDO,svm,0.956481048,0.881145295,0.858188275,47,0.871997562,1430.863191,"Index(['meanZ', 'sdX2', 'sdY2', 'maxZ2', 'corXZ2'], dtype='object')"
,12,OriginalDO,knn,0.952737482,0.868879237,0.855211072,34,0.871795781,499.9208536,"Index(['minX', 'maxZ2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,12,OriginalDO,svm,0.949929808,0.856643123,0.830839749,32,0.871785927,1438.992242,"Index(['maxZ', 'sdX2', 'minX2', 'corXZ2'], dtype='object')"
,13,OriginalDO,knn,0.952269537,0.873249964,0.85414786,39,0.871651719,494.8098178,"Index(['meanX', 'maxX2', 'minX2', 'corXZ2'], dtype='object')"
,13,OriginalDO,svm,0.955077211,0.876826025,0.848698641,39,0.870900244,1353.662778,"Index(['minX', 'meanZ2', 'sdX2', 'sdY2', 'corXZ2'], dtype='object')"
,14,OriginalDO,knn,0.945250351,0.863525117,0.822454923,47,0.869928881,534.4437783,"Index(['minZ', 'maxX2', 'maxZ2', 'corXZ2'], dtype='object')"
,14,OriginalDO,svm,0.956481048,0.881145295,0.858188275,35,0.871997562,1427.155265,"Index(['meanZ', 'sdX2', 'sdY2', 'maxZ2', 'corXZ2'], dtype='object')"
,15,OriginalDO,knn,0.948525971,0.859290556,0.831100118,30,0.87228177,507.8143761,"Index(['minZ', 'meanX2', 'sdX2', 'corXZ2'], dtype='object')"
,15,OriginalDO,svm,0.956481048,0.881145295,0.858188275,40,0.871997562,1412.07366,"Index(['meanZ', 'sdX2', 'sdY2', 'maxZ2', 'corXZ2'], dtype='object')"
,16,OriginalDO,knn,0.949929808,0.862980808,0.847987405,34,0.871284369,523.7909114,"Index(['maxX', 'maxZ2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,16,OriginalDO,svm,0.952269537,0.863798178,0.833707701,38,0.871179919,1353.619288,"Index(['meanX', 'sdX2', 'minX2', 'corXZ2'], dtype='object')"
,17,OriginalDO,knn,0.954609265,0.884492993,0.874728685,25,0.871905355,484.8294115,"Index(['meanX', 'sdX2', 'minX2', 'corXZ2'], dtype='object')"
,17,OriginalDO,svm,0.932147871,0.786754098,0.762037662,34,0.871962704,1385.830509,"Index(['sdX2', 'maxY2', 'maxZ2', 'corXZ2'], dtype='object')"
,18,OriginalDO,knn,0.918577445,0.740699052,0.722702598,46,0.871459619,489.0740964,"Index(['minX2', 'corXZ2'], dtype='object')"
,18,OriginalDO,svm,0.949929808,0.856643123,0.830839749,30,0.871785927,1423.207743,"Index(['maxZ', 'sdX2', 'minX2', 'corXZ2'], dtype='object')"
,19,OriginalDO,knn,0.939167057,0.831833645,0.797046476,29,0.871219162,493.1747072,"Index(['auc', 'meanX2', 'maxX2'], dtype='object')"
,19,OriginalDO,svm,0.947122134,0.848073514,0.814213863,36,0.871901808,1362.706875,"Index(['meanZ', 'sdX2', 'maxX2', 'corXZ2'], dtype='object')"
,20,OriginalDO,knn,0.954609265,0.884492993,0.874728685,44,0.871905355,498.0116584,"Index(['meanX', 'sdX2', 'minX2', 'corXZ2'], dtype='object')"
,20,OriginalDO,svm,0.951333645,0.860337216,0.821839586,36,0.872096322,1351.612643,"Index(['minZ', 'sdX2', 'maxZ2', 'corXZ2'], dtype='object')"
,21,OriginalDO,knn,0.9508657,0.877300585,0.848451727,33,0.870172467,490.5382586,"Index(['meanZ', 'minX', 'meanZ2', 'sdX2'], dtype='object')"
,21,OriginalDO,svm,0.949929808,0.856643123,0.830839749,30,0.871785927,1506.789801,"Index(['maxZ', 'sdX2', 'minX2', 'corXZ2'], dtype='object')"
,22,OriginalDO,knn,0.951333645,0.875262219,0.84331282,34,0.870920789,496.5850768,"Index(['maxZ', 'meanZ2', 'sdX2'], dtype='object')"
,22,OriginalDO,svm,0.956481048,0.880560503,0.854048022,38,0.872013919,1327.333191,"Index(['maxZ', 'meanZ2', 'sdX2', 'sdY2', 'corXZ2'], dtype='object')"
,23,OriginalDO,knn,0.931679925,0.788410312,0.768922762,36,0.871304274,487.5580478,"Index(['sdX2', 'maxZ2', 'minY2', 'corXZ2'], dtype='object')"
,23,OriginalDO,svm,0.954609265,0.878059302,0.844376067,33,0.871859806,1283.915921,"Index(['minZ', 'meanZ2', 'sdX2', 'sdY2', 'corXZ2'], dtype='object')"
,24,OriginalDO,knn,0.918577445,0.740699052,0.722702598,36,0.871459619,483.5240755,"Index(['minX2', 'corXZ2'], dtype='object')"
,24,OriginalDO,svm,0.951333645,0.860337216,0.821839586,46,0.872096322,1339.608327,"Index(['minZ', 'sdX2', 'maxZ2', 'corXZ2'], dtype='object')"
,25,OriginalDO,knn,0.939167057,0.831833645,0.797046476,33,0.871219162,503.6801908,"Index(['meanMagnitude', 'meanX2', 'maxX2'], dtype='object')"
,25,OriginalDO,svm,0.951333645,0.860337216,0.821839586,37,0.872096322,1381.421992,"Index(['minZ', 'sdX2', 'maxZ2', 'corXZ2'], dtype='object')"
,26,OriginalDO,knn,0.954609265,0.875047812,0.844316805,41,0.871297179,492.413914,"Index(['maxZ', 'maxX2', 'minX2', 'corXZ2'], dtype='object')"
,26,OriginalDO,svm,0.932147871,0.786754098,0.762037662,27,0.871962704,1517.684698,"Index(['sdX2', 'maxY2', 'maxZ2', 'corXZ2'], dtype='object')"
,27,OriginalDO,knn,0.948058025,0.854676886,0.829512108,38,0.872987302,489.8515539,"Index(['minZ', 'sdX2', 'minX2', 'corXZ2'], dtype='object')"
,27,OriginalDO,svm,0.948525971,0.84683814,0.813398549,41,0.870939881,1230.59441,"Index(['minZ', 'maxZ2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,28,OriginalDO,knn,0.948058025,0.854676886,0.829512108,42,0.872987302,502.2293992,"Index(['minZ', 'sdX2', 'minX2', 'corXZ2'], dtype='object')"
,28,OriginalDO,svm,0.951333645,0.862732058,0.834905219,30,0.87187402,1369.521355,"Index(['maxX', 'sdX2', 'minX2', 'corXZ2'], dtype='object')"
,29,OriginalDO,knn,0.954609265,0.884492993,0.874728685,44,0.871905355,500.2023497,"Index(['meanX', 'sdX2', 'minX2', 'corXZ2'], dtype='object')"
,29,OriginalDO,svm,0.956481048,0.880560503,0.854048022,46,0.872013919,1391.732894,"Index(['maxZ', 'meanZ2', 'sdX2', 'sdY2', 'corXZ2'], dtype='object')"
,30,OriginalDO,knn,0.9508657,0.877300585,0.848451727,44,0.870172467,494.6374714,"Index(['meanZ', 'minX', 'meanZ2', 'sdX2'], dtype='object')"
,30,OriginalDO,svm,0.951333645,0.860337216,0.821839586,37,0.872096322,1428.31991,"Index(['minZ', 'sdX2', 'maxZ2', 'corXZ2'], dtype='object')"
,1,OriginalGBO,knn,0.9532054282,0.8729295918,0.860901909,50,0.872452635,289.4529088,"Index(['minX', 'meanZ2', 'sdX2', 'corXZ2'], dtype='object')"
,1,OriginalGBO,svm,0.9532054282,0.8729131442,0.834723976,30,0.871106582,602.1576047,"Index(['minZ', 'meanZ2', 'sdY2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,2,OriginalGBO,knn,0.9354234909,0.8033809054,0.7854582876,49,0.8684746584,295.5935202,"Index(['meanY2', 'sdX2', 'maxZ2', 'corXZ2'], dtype='object')"
,2,OriginalGBO,svm,0.9494618624,0.845231285,0.8102652278,47,0.8733095457,617.9007814,"Index(['minX', 'minX2', 'corXZ2'], dtype='object')"
,3,OriginalGBO,knn,0.9546092653,0.8782254492,0.86415406,43,0.871073498,284.0820806,"Index(['meanX', 'sdX2', 'maxZ2', 'corXZ2'], dtype='object')"
,3,OriginalGBO,svm,0.9546092653,0.8731594153,0.8425329263,42,0.8696846795,620.5959232,"Index(['sdZ', 'maxZ', 'sdX2', 'maxZ2', 'corXZ2'], dtype='object')"
,4,OriginalGBO,knn,0.9461862424,0.8626435398,0.8239919704,45,0.869116756,272.5502386,"Index(['auc', 'meanZ2', 'maxX2'], dtype='object')"
,4,OriginalGBO,svm,0.951801591,0.8643252942,0.832793421,38,0.8716576309,582.6457658,"Index(['maxX', 'sdX2', 'maxX2', 'corXZ2'], dtype='object')"
,5,OriginalGBO,knn,0.9546092653,0.8844929934,0.8747286851,26,0.8719053553,282.8477354,"Index(['meanX', 'sdX2', 'minX2', 'corXZ2'], dtype='object')"
,5,OriginalGBO,svm,0.9522695367,0.8637981782,0.8337077013,48,0.871179919,607.1121809,"Index(['meanX', 'sdX2', 'minX2', 'corXZ2'], dtype='object')"
,6,OriginalGBO,knn,0.9532054282,0.8729295918,0.860901909,47,0.872452635,279.6692855,"Index(['minX', 'meanZ2', 'sdX2', 'corXZ2'], dtype='object')"
,6,OriginalGBO,svm,0.9555451568,0.8786837106,0.8475709295,50,0.8716966271,573.6542661,"Index(['meanZ', 'meanZ2', 'sdX2', 'sdY2', 'corXZ2'], dtype='object')"
,7,OriginalGBO,knn,0.9522695367,0.8718156442,0.8647787533,34,0.8708689332,278.9980106,"Index(['minX', 'sdX2', 'maxX2', 'corXZ2'], dtype='object')"
,7,OriginalGBO,svm,0.956481048,0.8805605035,0.854048022,40,0.8720139193,585.9790459,"Index(['maxZ', 'meanZ2', 'sdX2', 'sdY2', 'corXZ2'], dtype='object')"
,8,OriginalGBO,knn,0.918577445,0.7406990519,0.7227025976,49,0.8714596192,280.9888806,"Index(['minX2', 'corXZ2'], dtype='object')"
,8,OriginalGBO,svm,0.9541413196,0.8717168276,0.844737387,38,0.871699411,589.6182873,"Index(['maxZ', 'sdX2', 'maxZ2', 'corXZ2'], dtype='object')"
,9,OriginalGBO,knn,0.9429106224,0.8324044315,0.809207434,42,0.8703190915,270.9664931,"Index(['meanY', 'meanZ2', 'sdX2', 'corXZ2'], dtype='object')"
,9,OriginalGBO,svm,0.9457182967,0.8398522659,0.8093717286,31,0.8712908727,603.771533,"Index(['maxZ', 'sdX2', 'maxX2', 'corXZ2'], dtype='object')"
,10,OriginalGBO,knn,0.9546092653,0.8750478124,0.8443168049,40,0.8712971791,287.1198108,"Index(['maxZ', 'maxX2', 'minX2', 'corXZ2'], dtype='object')"
,10,OriginalGBO,svm,0.9513336453,0.8603372157,0.8218395857,39,0.8720963218,603.2928641,"Index(['minZ', 'sdX2', 'maxZ2', 'corXZ2'], dtype='object')"
,11,OriginalGBO,knn,0.9560131025,0.88561094,0.8498879053,40,0.8710348711,285.4600217,"Index(['meanZ', 'sdX2', 'maxZ2', 'corXZ2'], dtype='object')"
,11,OriginalGBO,svm,0.9494618624,0.845231285,0.8102652278,43,0.8733095457,575.3368871,"Index(['minX', 'minX2', 'corXZ2'], dtype='object')"
,12,OriginalGBO,knn,0.9326158166,0.7948274395,0.7653540516,47,0.8686504749,289.4219258,"Index(['sdX', 'maxX2', 'sdMagnitude2'], dtype='object')"
,12,OriginalGBO,svm,0.955077211,0.8768260252,0.848698641,50,0.8709002435,569.3637707,"Index(['minX', 'meanZ2', 'sdX2', 'sdY2', 'corXZ2'], dtype='object')"
,13,OriginalGBO,knn,0.9494618624,0.8717964951,0.8594012203,43,0.8698952061,278.0342281,"Index(['minX', 'meanX2', 'sdX2'], dtype='object')"
,13,OriginalGBO,svm,0.9255966308,0.76127984,0.7350369197,39,0.8707248708,618.2855086,"Index(['maxY2', 'maxZ2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,14,OriginalGBO,knn,0.9532054282,0.8729295918,0.860901909,48,0.872452635,294.2688475,"Index(['minX', 'meanZ2', 'sdX2', 'corXZ2'], dtype='object')"
,14,OriginalGBO,svm,0.9532054282,0.8679964676,0.8340055419,36,0.8707648772,613.0041399,"Index(['meanX', 'meanX2', 'sdX2', 'corXZ2'], dtype='object')"
,15,OriginalGBO,knn,0.945250351,0.867074982,0.8221415724,43,0.869614373,287.7634335,"Index(['maxZ', 'maxX2', 'maxZ2'], dtype='object')"
,15,OriginalGBO,svm,0.9471221338,0.8422251361,0.8011035246,46,0.8677561198,716.3412714,"Index(['maxZ', 'sdX2', 'minX2', 'corXY2'], dtype='object')"
,16,OriginalGBO,knn,0.9466541881,0.8496032983,0.8258725253,43,0.8700575719,265.4684598,"Index(['minY', 'minZ', 'meanZ2', 'sdX2'], dtype='object')"
,16,OriginalGBO,svm,0.9541413196,0.8717168276,0.844737387,48,0.871699411,565.4257467,"Index(['maxZ', 'sdX2', 'maxZ2', 'corXZ2'], dtype='object')"
,17,OriginalGBO,knn,0.9527374825,0.8688792374,0.8552110718,46,0.8717957811,275.0619435,"Index(['minX', 'maxZ2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,17,OriginalGBO,svm,0.9499298081,0.8566431233,0.8308397494,29,0.871785927,576.3087459,"Index(['maxZ', 'sdX2', 'minX2', 'corXZ2'], dtype='object')"
,18,OriginalGBO,knn,0.918577445,0.7406990519,0.7227025976,36,0.8714596192,270.4569926,"Index(['minX2', 'corXZ2'], dtype='object')"
,18,OriginalGBO,svm,0.9494618624,0.845231285,0.8102652278,50,0.8733095457,587.4027586,"Index(['minX', 'minX2', 'corXZ2'], dtype='object')"
,19,OriginalGBO,knn,0.9560131025,0.8805821561,0.8501430254,39,0.8710884758,257.3128915,"Index(['maxZ', 'sdX2', 'maxZ2', 'corXZ2'], dtype='object')"
,19,OriginalGBO,svm,0.9499298081,0.8571901762,0.8276763029,48,0.8704479792,582.6017478,"Index(['maxX', 'minX2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,20,OriginalGBO,knn,0.918577445,0.7406990519,0.7227025976,35,0.8714596192,267.5510314,"Index(['minX2', 'corXZ2'], dtype='object')"
,20,OriginalGBO,svm,0.9560131025,0.8821051668,0.8522194495,50,0.871248477,558.1722846,"Index(['maxX', 'sdX2', 'maxY2', 'maxZ2', 'corXZ2'], dtype='object')"
,21,OriginalGBO,knn,0.9522695367,0.8722510466,0.8604197741,41,0.8717007905,274.5544744,"Index(['meanX', 'meanX2', 'sdX2', 'corXZ2'], dtype='object')"
,21,OriginalGBO,svm,0.948525971,0.8468381404,0.8133985489,35,0.8709398806,541.1462779,"Index(['minZ', 'maxZ2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,22,OriginalGBO,knn,0.9489939167,0.8703373243,0.8370263011,45,0.8694293187,259.0311825,"Index(['meanZ', 'meanZ2', 'sdX2'], dtype='object')"
,22,OriginalGBO,svm,0.9494618624,0.845231285,0.8102652278,30,0.8733095457,598.1235416,"Index(['minX', 'minX2', 'corXZ2'], dtype='object')"
,23,OriginalGBO,knn,0.9532054282,0.8729295918,0.860901909,18,0.872452635,264.9568355,"Index(['minX', 'meanZ2', 'sdX2', 'corXZ2'], dtype='object')"
,23,OriginalGBO,svm,0.9546092653,0.8737500756,0.8437731642,46,0.8711657047,553.5907753,"Index(['meanZ', 'sdY2', 'maxZ2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,24,OriginalGBO,knn,0.9489939167,0.859755417,0.826890059,47,0.8691011626,268.6151857,"Index(['maxZ', 'meanZ2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,24,OriginalGBO,svm,0.9555451568,0.8790623551,0.8460537347,46,0.8692424413,531.6744277,"Index(['maxX', 'sdY2', 'sdZ2', 'minX2', 'corXZ2'], dtype='object')"
,25,OriginalGBO,knn,0.9461862424,0.8626435398,0.8239919704,41,0.869116756,252.4617302,"Index(['meanMagnitude', 'meanZ2', 'maxX2'], dtype='object')"
,25,OriginalGBO,svm,0.9494618624,0.845231285,0.8102652278,45,0.8733095457,580.2513342,"Index(['minX', 'minX2', 'corXZ2'], dtype='object')"
,26,OriginalGBO,knn,0.9461862424,0.8626435398,0.8239919704,34,0.869116756,254.1880202,"Index(['auc', 'meanZ2', 'maxX2'], dtype='object')"
,26,OriginalGBO,svm,0.9457182967,0.8429953972,0.8066964264,31,0.8707199439,572.9600637,"Index(['minZ', 'sdX2', 'maxX2', 'corXZ2'], dtype='object')"
,27,OriginalGBO,knn,0.918577445,0.7406990519,0.7227025976,40,0.8714596192,254.3049269,"Index(['minX2', 'corXZ2'], dtype='object')"
,27,OriginalGBO,svm,0.9536733739,0.8772130393,0.8431973351,49,0.86927555,540.3953331,"Index(['maxX', 'sdMagnitude', 'maxX2', 'minX2', 'corXZ2'], dtype='object')"
,28,OriginalGBO,knn,0.9532054282,0.8729295918,0.860901909,44,0.872452635,257.355653,"Index(['minX', 'meanZ2', 'sdX2', 'corXZ2'], dtype='object')"
,28,OriginalGBO,svm,0.9527374825,0.8705511389,0.8390372299,41,0.871408527,574.1353531,"Index(['maxZ', 'meanZ2', 'sdX2', 'corXZ2'], dtype='object')"
,29,OriginalGBO,knn,0.9471221338,0.8569722425,0.8337221786,18,0.870829149,251.0049183,"Index(['meanMagnitude', 'meanX2', 'sdX2'], dtype='object')"
,29,OriginalGBO,svm,0.9204492279,0.7437117473,0.7120499252,31,0.8698358615,564.2156355,"Index(['sdY2', 'minX2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,30,OriginalGBO,knn,0.9480580253,0.8546768864,0.8295121084,36,0.8729873018,253.4050324,"Index(['minZ', 'sdX2', 'minX2', 'corXZ2'], dtype='object')"
,30,OriginalGBO,svm,0.9471221338,0.8480735138,0.8142138627,42,0.8719018079,573.0145495,"Index(['meanZ', 'sdX2', 'maxX2', 'corXZ2'], dtype='object')"
,1,OriginalJA,knn,0.918577445,0.740699052,0.722702598,47,0.871459619,298.4862485,"Index(['minX2', 'corXZ2'], dtype='object')"
,1,OriginalJA,svm,0.952737482,0.868070611,0.831873892,42,0.864396099,586.1622057,"Index(['minX', 'sdY2', 'maxZ2', 'minZ2', 'corXZ2', 'meanMagnitude2', 'auc2'], dtype='object')"
,2,OriginalJA,knn,0.952737482,0.878496272,0.854589325,42,0.863493935,306.4620025,"Index(['meanX', 'meanDif', 'sdX2', 'maxX2', 'meanMagnitude2'], dtype='object')"
,2,OriginalJA,svm,0.945718297,0.828365835,0.800483002,45,0.86835326,598.8093786,"Index(['maxX', 'meanMagnitude', 'minX2', 'corXZ2'], dtype='object')"
,3,OriginalJA,knn,0.954609265,0.883510015,0.851265442,46,0.867492826,299.0946224,"Index(['meanZ', 'sdX2', 'maxZ2', 'corXY2'], dtype='object')"
,3,OriginalJA,svm,0.939635002,0.817520088,0.799307706,50,0.867387538,618.7280741,"Index(['maxY', 'sdMagnitude', 'meanX2', 'sdX2', 'sdY2', 'corXZ2'], dtype='object')"
,4,OriginalJA,knn,0.948525971,0.859290556,0.831100118,45,0.87228177,320.019136,"Index(['minZ', 'meanX2', 'sdX2', 'corXZ2'], dtype='object')"
,4,OriginalJA,svm,0.956481048,0.879767916,0.848797619,48,0.865143411,587.7675872,"Index(['sdZ', 'maxX', 'meanZ2', 'sdX2', 'sdZ2', 'corXY2', 'corXZ2'], dtype='object')"
,5,OriginalJA,knn,0.952269537,0.875669603,0.855899369,30,0.866819615,293.5529971,"Index(['meanZ', 'sdX2', 'maxX2', 'maxZ2'], dtype='object')"
,5,OriginalJA,svm,0.955545157,0.878683711,0.84757093,48,0.871696627,602.0580626,"Index(['meanZ', 'meanZ2', 'sdX2', 'sdY2', 'corXZ2'], dtype='object')"
,6,OriginalJA,knn,0.953205428,0.871654741,0.855651506,19,0.867179032,318.9121602,"Index(['minX', 'sdY2', 'minX2', 'corXZ2', 'sdMagnitude2', 'meanDif2'], dtype='object')"
,6,OriginalJA,svm,0.953205428,0.867431988,0.832440389,49,0.870367572,597.5507543,"Index(['minX', 'meanX2', 'sdX2', 'corXZ2'], dtype='object')"
,7,OriginalJA,knn,0.934019654,0.810570809,0.790654926,46,0.866084916,303.8867149,"Index(['meanY2', 'sdY2', 'minZ2', 'sdMagnitude2'], dtype='object')"
,7,OriginalJA,svm,0.935423491,0.745880433,0.763237491,39,0.865349257,572.5964673,"Index(['minZ', 'corYZ', 'maxX2'], dtype='object')"
,8,OriginalJA,knn,0.952737482,0.880169897,0.851980824,37,0.863643885,288.9243672,"Index(['maxZ', 'sdMagnitude', 'auc', 'maxZ2', 'sdMagnitude2', 'auc2'], dtype='object')"
,8,OriginalJA,svm,0.958820777,0.885731544,0.874062338,44,0.866691244,565.5564406,"Index(['sdZ', 'maxX', 'sdX2', 'sdY2', 'maxZ2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,9,OriginalJA,knn,0.950397754,0.87574616,0.838492511,49,0.864292068,317.1163545,"Index(['meanX', 'meanZ', 'meanZ2', 'corXZ2', 'meanMagnitude2', 'sdMagnitude2'], dtype='object')"
,9,OriginalJA,svm,0.956481048,0.877684877,0.854846783,49,0.869239288,585.6412494,"Index(['maxZ', 'minY', 'sdX2', 'maxZ2', 'corXZ2'], dtype='object')"
,10,OriginalJA,knn,0.952737482,0.869998889,0.859732508,35,0.869687439,263.8143458,"Index(['minX', 'sdY2', 'maxZ2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,10,OriginalJA,svm,0.915301825,0.720000835,0.692847601,37,0.870713268,627.8020163,"Index(['sdX2', 'minX2', 'corXZ2'], dtype='object')"
,11,OriginalJA,knn,0.927000468,0.784330441,0.776226368,49,0.869096088,295.5393417,"Index(['meanX2', 'sdX2'], dtype='object')"
,11,OriginalJA,svm,0.95414132,0.869279265,0.832193558,48,0.867589935,563.333456,"Index(['meanZ', 'sdX', 'sdX2', 'maxZ2', 'corXY2', 'corXZ2'], dtype='object')"
,12,OriginalJA,knn,0.946654188,0.852496577,0.826613058,50,0.867936222,309.9716918,"Index(['minY', 'minX2', 'minY2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,12,OriginalJA,svm,0.949929808,0.85994419,0.826263337,43,0.866986489,580.5983796,"Index(['minY', 'auc', 'meanZ2', 'sdY2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,13,OriginalJA,knn,0.942910622,0.832404432,0.809207434,43,0.870319092,287.8220813,"Index(['meanY', 'meanZ2', 'sdX2', 'corXZ2'], dtype='object')"
,13,OriginalJA,svm,0.940570894,0.762911031,0.781452736,49,0.866259378,616.8301287,"Index(['maxX', 'maxX2'], dtype='object')"
,14,OriginalJA,knn,0.951333645,0.890871069,0.826925569,43,0.861960685,303.3593423,"Index(['sdZ', 'maxZ', 'sdY2', 'minZ2', 'corXZ2'], dtype='object')"
,14,OriginalJA,svm,0.949461862,0.848966266,0.820107893,19,0.863092491,573.3790762,"Index(['meanZ', 'minX', 'meanMagnitude', 'sdX2', 'minX2'], dtype='object')"
,15,OriginalJA,knn,0.942910622,0.83399949,0.826291543,50,0.864616479,312.3428121,"Index(['auc', 'sdX2', 'minX2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,15,OriginalJA,svm,0.943846514,0.810744215,0.789625116,48,0.8658973,584.9034321,"Index(['meanZ', 'maxX2', 'maxY2', 'corXZ2'], dtype='object')"
,16,OriginalJA,knn,0.952737482,0.877515898,0.838818504,50,0.866418147,302.9355524,"Index(['meanZ', 'maxX2', 'minX2', 'corXZ2', 'meanMagnitude2'], dtype='object')"
,16,OriginalJA,svm,0.955077211,0.869382788,0.841383378,50,0.863599715,564.3737402,"Index(['meanX', 'maxX', 'auc', 'sdX2', 'maxZ2', 'minY2', 'corXZ2'], dtype='object')"
,17,OriginalJA,knn,0.918577445,0.740699052,0.722702598,38,0.871459619,264.4624465,"Index(['minX2', 'corXZ2'], dtype='object')"
,17,OriginalJA,svm,0.952269537,0.865513694,0.844057354,43,0.86483676,568.1387298,"Index(['sdX', 'maxY', 'auc', 'meanZ2', 'sdX2', 'sdY2', 'corXZ2'], dtype='object')"
,18,OriginalJA,knn,0.945718297,0.857140825,0.830733456,36,0.864821241,292.7887223,"Index(['meanX', 'auc', 'meanZ2', 'maxZ2', 'sdMagnitude2'], dtype='object')"
,18,OriginalJA,svm,0.940570894,0.816020752,0.796101597,34,0.86873534,558.709991,"Index(['sdX', 'meanMagnitude', 'sdX2', 'maxY2', 'maxZ2', 'corXZ2'], dtype='object')"
,19,OriginalJA,knn,0.953673374,0.89528893,0.861506863,46,0.86311986,300.5550311,"Index(['minY', 'auc', 'meanZ2', 'maxX2', 'minY2', 'meanMagnitude2'], dtype='object')"
